G6 Gin Barrel Fermented with Lime,(3.85),Transmitter Brewing,Belgian Blonde
Smoeltrekker,(3.85),Purpose Brewing & Cellars,Belgian Blonde
Golden Gremlin,(3.84),Cherry Street Brewing ,Belgian Blonde
#64 Belgian Blonde Ale With Strawberry And Chocolate,(3.83),Brown Truck Brewery,Belgian Blonde
Chardonnay Barrel Aged Belgian Gold Ale,(3.83),Badger State Brewing Company,Belgian Blonde
Funhouse Wood Aged,(3.83),Seasons Craft Brewery,Belgian Blonde
Hoppy Belgian Style Ale,(3.83),pFriem Family Brewers,Belgian Blonde
Quercus Circus,(3.83),Smog City Brewing,Belgian Blonde
Barrel-Aged Cote De Champlain,(3.83),Zero Gravity Craft Brewery,Belgian Blonde
Cake Beer,(3.82),Strange Roots Experimental Ales,Belgian Blonde
Fraggo,(3.82),3 Floyds Brewing Company,Belgian Blonde
[lm],(3.81),Austin Street Brewery,Belgian Blonde
Noblesse XO Pure Oak Series,(3.81),Brouwerij De Dochter van de Korenaar,Belgian Blonde
"Hermanne 1882 [2012 vintage, 2014 release]",(3.81),Oakshire Brewing,Belgian Blonde
Cabernet Barrel Aged Belgian Golden Ale,(3.81),Badger State Brewing Company,Belgian Blonde
Where Strides the Bromeliad,(3.81),Surly Brewing Company,Belgian Blonde
Café Light - Coffee Light MF / MD,(3.81),MF Cervejas Artesanais,Belgian Blonde
Houten Muis,(3.8),Phantom Carriage Brewery,Belgian Blonde
Tangerine Tripel,(3.8),Zebulon Artisan Ales,Belgian Blonde
Pipo,(3.8),Kickshaw Barrel Works,Belgian Blonde
Wegkomen,(3.8),Forest & Main Brewing Company,Belgian Blonde
FunHouse Belgian Blond,(3.8),Seasons Craft Brewery,Belgian Blonde
Trappist Westvleteren 8,(4.27),Brouwerij De Sint-Sixtusabdij van Westvleteren,Belgian Dubbel
Double Barrel Dubbel,(4.05),Brewery Ommegang,Belgian Dubbel
Bourbon Barrel Aged St. Benedict's Breakfast Dubbel,(4.02),Haw River Farmhouse Ales,Belgian Dubbel
Quality of Life (Batch 5),(4.01),Sante Adairius Rustic Ales,Belgian Dubbel
Trash Panda,(4.01),Jackie O's Brewery,Belgian Dubbel
Dedication (Apple Brandy Barrel),(4),Vintage Brewing Company,Belgian Dubbel
Trail Dubbel,(3.99),Side Project Brewing,Belgian Dubbel
Ovila Dubbel Barrel Aged,(3.99),Sierra Nevada Brewing Co.,Belgian Dubbel
Quality of Life (Batch 4),(3.99),Sante Adairius Rustic Ales,Belgian Dubbel
Bygones Be,(3.97),Sante Adairius Rustic Ales,Belgian Dubbel
Bourbon Barrel Deduction,(3.97),Taxman Brewing Company,Belgian Dubbel
The Bifurcation Project: Coconut Curry St. Benedict's Breakfast,(3.95),Haw River Farmhouse Ales,Belgian Dubbel
Raison D'Extra Aged In Dogfish Head Distilling Co. Whiskey Casks,(3.93),Dogfish Head Craft Brewery,Belgian Dubbel
Barrel-Aged Abbey Ale Dubbel,(3.91),Brewery Ommegang,Belgian Dubbel
Lorica ,(3.89),The Black Abbey Brewing Company,Belgian Dubbel
Sprout,(3.89),Brewery Bhavana,Belgian Dubbel
Bishop's Barrel No. 16,(3.89),Saint Arnold Brewing Company,Belgian Dubbel
Dubbel,(3.88),Cervejaria Wäls,Belgian Dubbel
A Pleasant Country,(3.88),Brookeville Beer Farm,Belgian Dubbel
Horizontal Tango,(3.87),Revolution Brewing Company,Belgian Dubbel
Brandy Barrel Dedication,(3.87),Vintage Brewing Company,Belgian Dubbel
Mystere De Nonne,(3.86),Brew Team,Belgian Dubbel
Windowpane Series: Fig & Raisin,(3.86),Mother Earth Brewing,Belgian Dubbel
Dubbel Shot,(3.85),Three Taverns Brewery,Belgian Dubbel
Bishop's Barrel No. 20,(3.85),Saint Arnold Brewing Company,Belgian Dubbel
Wooden Beanie,(3.85),Boaks,Belgian Dubbel
St Arnould 6 (Wood Aged Au Chardonnay),(3.85),Bodebrown,Belgian Dubbel
Bourbon Barrel Abbey With Cherries,(3.85),Martin City Brewing Company,Belgian Dubbel
Blend of Dragons,(3.85),Seasons Craft Brewery,Belgian Dubbel
Seeing Dubbel,(3.85),Vocation Brewery,Belgian Dubbel
Gerald's Talking Dog,(3.85),Stormcloud Brewing Company,Belgian Dubbel
Amazing Grace,(3.84),The Lost Abbey,Belgian Dubbel
St. Benedict's Breakfast,(3.84),Haw River Farmhouse Ales,Belgian Dubbel
Red Rum Double Dubbel,(3.83),Cherry Street Brewing ,Belgian Dubbel
Diablo Belga (2017 Rum Barrel-aged),(3.83),Ale Asylum,Belgian Dubbel
Mixed Dubbels Curling,(3.83),Rowley Farmhouse Ales,Belgian Dubbel
Dubbel On Tundra,(3.83),49th State Brewing Company,Belgian Dubbel
Rum Barrel Aged Belgian Dubbel,(3.83),Brothers Craft Brewing,Belgian Dubbel
Bourbon Barrel Aged St. Tuber,(3.83),Birdsong Brewing Co,Belgian Dubbel
Moscatel Barrel Deduction,(3.83),Taxman Brewing Company,Belgian Dubbel
Fuck Art - This Is Religion,(3.83),To Øl,Belgian Dubbel
Dubbel Twubbel,(3.82),The Alchemist,Belgian Dubbel
Jimmy's Trip Home,(3.82),Raised Grain Brewing Company,Belgian Dubbel
Tandem Dubbel,(3.82),Lowlands Brewing Collaborative,Belgian Dubbel
The Bifurcation Project: Double Chocolate Habanero St. Benedict's Breakfast,(3.82),Haw River Farmhouse Ales,Belgian Dubbel
Jamaica Dubbel,(3.82),Juguetes Perdidos ,Belgian Dubbel
Dubbeltime,(3.82),Arcade Brewery,Belgian Dubbel
Tarantula Belgian Dubbel,(3.82),Ecliptic Brewing,Belgian Dubbel
Bourbon Barrel Aged Dubbel Shot,(3.81),Three Taverns Brewery,Belgian Dubbel
Santa's Sleigh'r,(3.81),Arclight Brewing Company,Belgian Dubbel
Trappist Westvleteren 12,(4.53),Brouwerij De Sint-Sixtusabdij van Westvleteren,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #29,(4.35),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #33,(4.33),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #25,(4.33),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #22,(4.32),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #20,(4.32),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
Bishop's Barrel No. 13,(4.32),Saint Arnold Brewing Company,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #24,(4.31),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
5 Monks,(4.31),Avery Brewing Co.,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #30,(4.29),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #21,(4.28),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #31,(4.27),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #23,(4.26),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #19,(4.24),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #27,(4.24),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #34,(4.24),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
The Quadfather Aged In Bourbon Barrels (Four Barrel Blend),(4.24),Voodoo Brewing Company,Belgian Quadrupel
One Thousand Eight Hundred Twenty-Five,(4.23),Kane Brewing Company,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #26,(4.23),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
Skipping Stone (Bourbon Barrel Aged),(4.21),Jackie O's Brewery,Belgian Quadrupel
The Quadfather Aged In Bourbon Barrels (Willett Barrels),(4.21),Voodoo Brewing Company,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #32,(4.21),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
Abt 12 Oak Aged,(4.2),Brouwerij St. Bernardus,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #16,(4.2),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
F.U.N. Series 013: Kentucky Habit,(4.19),Karbach Brewing Co,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #18,(4.19),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #14,(4.19),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
Lion's Share IV: Anniversary Ale,(4.18),Lakewood Brewing Company,Belgian Quadrupel
Grand Cru,(4.18),Boulevard Brewing Co.,Belgian Quadrupel
La Trappe Quadrupel Oak Aged 25th Anniversary Edition Keg,(4.17),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #17,(4.17),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
Abt 12 Special Edition (60th Anniversary),(4.17),Brouwerij St. Bernardus,Belgian Quadrupel
2190 Anniversary Ale,(4.16),Kane Brewing Company,Belgian Quadrupel
Brewer's Reserve Bourbon Barrel Belgian Style Quad,(4.16),Central Waters Brewing Company,Belgian Quadrupel
Fimbulvvinter,(4.16),Avery Brewing Co.,Belgian Quadrupel
Veneration,(4.16),3 Sheeps Brewing Company,Belgian Quadrupel
Veneration (Bourbon Barrel Aged),(4.16),3 Sheeps Brewing Company,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #35,(4.15),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
Charred Walls Of The Damned,(4.15),Burnt Hickory Brewery,Belgian Quadrupel
Carolus Magnus,(4.15),Olde Hickory Brewery,Belgian Quadrupel
Four Legs Good (Batch 2),(4.15),Sante Adairius Rustic Ales,Belgian Quadrupel
La Trappe Quadrupel Oak Aged Batch #15,(4.15),Bierbrouwerij De Koningshoeven,Belgian Quadrupel
Double Date,(4.14),Goose Island Brewhouse,Belgian Quadrupel
2555 7th Anniversary Ale,(4.13),Kane Brewing Company,Belgian Quadrupel
Wizard Burial Ground (December 2016),(4.13),Brewery Vivant,Belgian Quadrupel
Four Horsemen (Mysterium Verum),(4.13),Real Ale Brewing Company,Belgian Quadrupel
4 Happiness,(4.13),Perennial Artisan Ales,Belgian Quadrupel
Four Legs Good (Batch 1),(4.12),Sante Adairius Rustic Ales,Belgian Quadrupel
Trappistes Rochefort 10,(4.12),Abbaye Notre-Dame de Saint-Rémy,Belgian Quadrupel
Pannepooch Reserva,(4.12),Hair of the Dog Brewing Company,Belgian Quadrupel
One Thousand Four Hundred Sixty,(4.2),Kane Brewing Company,Belgian Strong Dark Ale
Gouden Carolus Indulgence 2015 - Whisky Infused,(4.2),Brouwerij Het Anker,Belgian Strong Dark Ale
2 Turtle Doves (Barrel-Aged),(4.19),The Bruery,Belgian Strong Dark Ale
Batch 1000,(4.18),Wicked Weed Brewing,Belgian Strong Dark Ale
Chimay Grande Réserve 2015 Vieillie en Fût de Bois,(4.18),Bières de Chimay,Belgian Strong Dark Ale
20th Anniversary Ale,(4.17),Brewery Ommegang,Belgian Strong Dark Ale
"Chimay Grande Réserve Vieillie en Barriques - Chêne, Cognac - 12/10/2016",(4.17),Bières de Chimay,Belgian Strong Dark Ale
"Chimay Grande Réserve Vieillie en Barriques - Chêne, Cognac, Châtaignier - 10/8/2016",(4.16),Bières de Chimay,Belgian Strong Dark Ale
Chimay Grande Réserve Vieille en Barriques,(4.15),Bières de Chimay,Belgian Strong Dark Ale
Bourbon Barrel Aged Hell Hath No Fury ... Ale,(4.15),Bell's Brewery,Belgian Strong Dark Ale
"Chimay Grande Reserve Fermentée en Barriques - Chêne francais, Chêne américain, Whisky - 02/2018",(4.15),Bières de Chimay,Belgian Strong Dark Ale
Pannepot Grand Reserva,(4.14),De Struise Brouwers,Belgian Strong Dark Ale
MadLab - Quadruppel Barrel Aged Bourbon,(4.14),Cervejaria Wäls,Belgian Strong Dark Ale
4 Calling Birds (Barrel-Aged),(4.13),The Bruery,Belgian Strong Dark Ale
"Chimay Grande Réserve Vieillie en Barriques - Chêne francais, Chêne américain, Rhum - 15/02/2017",(4.12),Bières de Chimay,Belgian Strong Dark Ale
One Thousand Ninety-Five,(4.11),Kane Brewing Company,Belgian Strong Dark Ale
XV Reserve 15th Anniversary Ale,(4.1),Brewery Ommegang,Belgian Strong Dark Ale
Gouden Carolus Whisky Infused,(4.1),Brouwerij Het Anker,Belgian Strong Dark Ale
Reserva 6,(4.1),Dama Bier,Belgian Strong Dark Ale
"Chimay Grande Réserve Vieillie en Barriques - Chêne francais, Chêne américain, Rhum - 29/08/2017",(4.09),Bières de Chimay,Belgian Strong Dark Ale
"Chimay Grande Réserve Vieillie en Barriques - Châtaignier neuf, Chêne, Cognac - 15/03/2016",(4.09),Bières de Chimay,Belgian Strong Dark Ale
Barrel Aged Inspiration,(4.09),Community Beer Company,Belgian Strong Dark Ale
St. Klippenstein,(4.09),Allagash Brewing Company,Belgian Strong Dark Ale
2017 Cask-It Series Rye Barrel Aged DNR,(4.09),COOP Ale Works,Belgian Strong Dark Ale
Adoration (Barrel Aged),(4.08),Brewery Ommegang,Belgian Strong Dark Ale
Twenty Five,(4.08),Avery Brewing Co.,Belgian Strong Dark Ale
Grimm Vicar,(4.08),Goose Island Beer Co.,Belgian Strong Dark Ale
Praline,(4.07),La Sirène Brewing,Belgian Strong Dark Ale
Absolutely Okay,(4.07),Cigar City Brewing,Belgian Strong Dark Ale
Cognac Barrel Aged Belgian Style Dark Ale,(4.07),pFriem Family Brewers,Belgian Strong Dark Ale
Code Switch,(4.07),Revolution Brewing Company,Belgian Strong Dark Ale
Gouden Carolus Cuvée van de Keizer Imperial Dark,(4.06),Brouwerij Het Anker,Belgian Strong Dark Ale
Tax Holiday - Bourbon Barrel Aged,(4.06),Taxman Brewing Company,Belgian Strong Dark Ale
Pannepot Real Ale (2014),(4.06),De Struise Brouwers,Belgian Strong Dark Ale
Goths & Vandals,(4.05),Brouwerij De Molen,Belgian Strong Dark Ale
Pannepot Special Reserva (Vintage 2014),(4.05),De Struise Brouwers,Belgian Strong Dark Ale
Delirium Black Barrel Aged,(4.05),Huyghe Brewery,Belgian Strong Dark Ale
Pannepot Reserva,(4.05),De Struise Brouwers,Belgian Strong Dark Ale
Manhattan Reserve,(4.05),Minneapolis Town Hall Brewery,Belgian Strong Dark Ale
6 Geese-A-Laying (Barrel-Aged),(4.04),The Bruery,Belgian Strong Dark Ale
Raison D'Extra,(4.04),Dogfish Head Craft Brewery,Belgian Strong Dark Ale
Mad Elf Grand Cru,(4.04),Tröegs Independent Brewing,Belgian Strong Dark Ale
Bourbon Evil Urges,(4.04),Short's Brewing Company,Belgian Strong Dark Ale
Alambique County (2015),(4.04),Cervejaria Wäls,Belgian Strong Dark Ale
Jubilee Rare,(4.03),Alewerks Brewing Company,Belgian Strong Dark Ale
Adventureux,(4.03),Allagash Brewing Company,Belgian Strong Dark Ale
Barrel Aged Mastodon,(4.03),Rhinegeist Brewery,Belgian Strong Dark Ale
Raison D’Extra (2019),(4.02),Dogfish Head Craft Brewery,Belgian Strong Dark Ale
"Chimay Grande Reserve Fermentée en Barriques - Chêne francais, Chêne américain, Whisky - 08/2018",(4.02),Bières de Chimay,Belgian Strong Dark Ale
Grande Réserve 17,(4.02),Unibroue,Belgian Strong Dark Ale
Chimay Spéciale Cent Cinquante,(4.07),Bières de Chimay,Belgian Strong Golden Ale
Disastrous Molasses,(4.04),Oskar Blues Brewery,Belgian Strong Golden Ale
Duvel Barrel Aged (2017) - Batch 1,(4.04),Duvel Moortgat,Belgian Strong Golden Ale
Damnation 23 (Oak Aged),(4.03),Russian River Brewing Company,Belgian Strong Golden Ale
Stille Nacht Reserva,(4.02),Brouwerij De Dolle Brouwers,Belgian Strong Golden Ale
Duvel Barrel Aged (2017) - Batch 2,(4.02),Duvel Moortgat,Belgian Strong Golden Ale
Bonne Nuit (Bourbon Barrel Aged),(4.02),Holy Mountain Brewing,Belgian Strong Golden Ale
Duvel Barrel Aged (2018) - Batch 3,(4.01),Duvel Moortgat,Belgian Strong Golden Ale
Oro de Calabaza Grand Reserve,(4.01),Jolly Pumpkin Artisan Ales,Belgian Strong Golden Ale
Quint,(3.99),Drake's Brewing Company,Belgian Strong Golden Ale
Bastard Rye Bourbon Barrel Aged,(3.98),Garage Project,Belgian Strong Golden Ale
Gouden Carolus Cuvée van de Keizer Imperial Blond,(3.97),Brouwerij Het Anker,Belgian Strong Golden Ale
Stille Nacht,(3.97),Brouwerij De Dolle Brouwers,Belgian Strong Golden Ale
Bush Prestige,(3.97),Brasserie Dubuisson,Belgian Strong Golden Ale
Gulden Draak Brewmasters Edition,(3.96),Brouwerij Van Steenberge,Belgian Strong Golden Ale
Super!,(3.96),Fermentery Form,Belgian Strong Golden Ale
Carrots And Sticks,(3.95),Jackie O's Brewery,Belgian Strong Golden Ale
Xellensis,(3.95),Une Année Brewery,Belgian Strong Golden Ale
Level 13,(3.94),Funkwerks,Belgian Strong Golden Ale
Ourcelium,(3.94),Fonta Flora Brewery,Belgian Strong Golden Ale
Mélange a Trois ,(3.94),Nebraska Brewing Company,Belgian Strong Golden Ale
Gulden Draak Calvados Barrel Aged,(3.94),Brouwerij Van Steenberge,Belgian Strong Golden Ale
17th Anniversary Ale (Mysterium Verum Volume XVII),(3.94),Real Ale Brewing Company,Belgian Strong Golden Ale
Damnation,(3.94),Russian River Brewing Company,Belgian Strong Golden Ale
Kentucky Friar,(3.94),Martin City Brewing Company,Belgian Strong Golden Ale
Divine Reserve No. 14,(3.94),Saint Arnold Brewing Company,Belgian Strong Golden Ale
Barrel Roll No. 6 - Slow Roll - 5th Anniversary Ale (2013),(3.94),Hangar 24 Craft Brewing,Belgian Strong Golden Ale
Class Of '88 Belgian Style Ale,(3.93),Goose Island Beer Co.,Belgian Strong Golden Ale
Galahad,(3.93),Brooklyn Brewery,Belgian Strong Golden Ale
The Money,(3.93),Pipeworks Brewing Company,Belgian Strong Golden Ale
Brandy Barrel Aged Alpha Kong,(3.93),3 Floyds Brewing Company,Belgian Strong Golden Ale
Sun Hands Belgian Summer Golden,(3.93),Haw River Farmhouse Ales,Belgian Strong Golden Ale
Carondelet Wilderness Refuge,(3.93),Perennial Artisan Ales,Belgian Strong Golden Ale
Brah'klava,(3.92),Haw River Farmhouse Ales,Belgian Strong Golden Ale
Stone 07.07.07 Vertical Epic Ale aged in Red Wine Barrels,(3.92),Stone Brewing,Belgian Strong Golden Ale
Barrel-Aged Deceit,(3.92),Funkwerks,Belgian Strong Golden Ale
Zymatore Super Baladin (Zinfandel & Tequila Barrels),(3.92),B. United International,Belgian Strong Golden Ale
Category 5 Belgian Quintupel (2016),(3.91),Big Storm Brewing Co.,Belgian Strong Golden Ale
Magic Trap,(3.91),Hocus Pocus,Belgian Strong Golden Ale
Hatter’s Reserve Brandy Barrel Aged Golden Strong Ale,(3.91),Rabbit Hole Brewing,Belgian Strong Golden Ale
16th Anniversary Ale,(3.91),Two Brothers Brewing Company,Belgian Strong Golden Ale
St. Sebastiaan Grand Reserve Ale,(3.91),Brouwerij Sterkens,Belgian Strong Golden Ale
Serpent,(3.9),Thornbridge Brewery,Belgian Strong Golden Ale
Deceit Rum Barrel Aged,(3.9),Funkwerks,Belgian Strong Golden Ale
Roll Out the Barrel - Bourbon Barrel Aged,(3.9),3 Sheeps Brewing Company,Belgian Strong Golden Ale
Category 5 Belgian Quintupel (2018),(3.9),Big Storm Brewing Co.,Belgian Strong Golden Ale
Bon Vivant,(3.9),Breakside Brewery,Belgian Strong Golden Ale
Golem,(3.9),Wedge Brewing Company,Belgian Strong Golden Ale
Delirium Tremens,(3.9),Huyghe Brewery,Belgian Strong Golden Ale
Equinox,(3.9),AF Brew,Belgian Strong Golden Ale
Meh...,(4.11),Sante Adairius Rustic Ales,Belgian Tripel
Tripel Van De Garre,(4.11),Brouwerij Van Steenberge,Belgian Tripel
Caffè Della Vita,(4.1),Monkish Brewing Co.,Belgian Tripel
Saint Toddy,(4.1),Funky Buddha Brewery,Belgian Tripel
Tripel Montfort Wood Aged Series Merlot (2014),(4.09),Bodebrown,Belgian Tripel
Man-made Earthquake,(4.08),American Solera,Belgian Tripel
Pirogue Belgian Black Tripel Brewed with Coffee aged in Bourbon Barrels,(4.07),Warped Wing Brewery,Belgian Tripel
La Buteuse - Brassin Spécial (Brandy),(4.07),Le Trou du Diable,Belgian Tripel
Curieux,(4.05),Allagash Brewing Company,Belgian Tripel
Barrel Aged Serie No.14 (Angus Triple Woodford Barrel Aged),(4.05),Bronckhorster Brewing Company,Belgian Tripel
Barrel Aged Serie No.7 (Angus Triple Woodford Barrel Aged),(4.04),Bronckhorster Brewing Company,Belgian Tripel
Batch 1000 Lemon Ice Tripel,(4.03),Griffin Claw Brewing Company,Belgian Tripel
James Bean,(4.03),Allagash Brewing Company,Belgian Tripel
Rêve,(4.02),Red Rock Brewing Co.,Belgian Tripel
Ongekend HJA16/3,(4.02),Hertog Jan,Belgian Tripel
Mamaw's Mean Cobbler,(4.01),Hardywood Park Craft Brewery,Belgian Tripel
Tripel Karmeliet,(4.01),Brouwerij Bosteels,Belgian Tripel
F.U.N. Series 011: Portée D'or,(4.01),Karbach Brewing Co,Belgian Tripel
Trignac XII,(4.01),Kasteel Brouwerij Vanhonsebrouck,Belgian Tripel
Anna Assemblage 2018 (Vox Dei),(3.99),Microbrasserie Vox Populi,Belgian Tripel
Sanctuaire Brett (2017+),(3.99),Microbrasserie Le Castor,Belgian Tripel
Tripel Montfort Wood Aged Chardonnay,(3.99),Bodebrown,Belgian Tripel
Barrel-Aged Tripel Dog Dare,(3.98),Great Lakes Brewing Company,Belgian Tripel
Barrel & Bean,(3.98),Allagash Brewing Company,Belgian Tripel
Cerberus (Bourbon Barrel Aged),(3.98),Thirsty Dog Brewing Company,Belgian Tripel
Tripel Whiskey,(3.97),Wolf's Ridge Brewing,Belgian Tripel
Tripel Treat,(3.97),Adelbert's Brewery,Belgian Tripel
La Fin du Monde,(3.97),Unibroue,Belgian Tripel
Anna,(3.96),Microbrasserie Vox Populi,Belgian Tripel
Herbe à Détourne,(3.96),Brasserie Dieu du Ciel!,Belgian Tripel
Special Edition - Small Batch - Bourbon BA Tripel,(3.96),Cloudwater Brew Co.,Belgian Tripel
Bloom,(3.96),Brewery Bhavana,Belgian Tripel
Genèse Sauvignon,(3.95),Brasserie Dieu du Ciel!,Belgian Tripel
(512) CAB TRIPEL,(3.95),(512) Brewing Company,Belgian Tripel
The Tide and Its Takers,(3.95),Anchorage Brewing Company,Belgian Tripel
T.H.R.E.E. (Wild Turkey BA),(3.94),De Struise Brouwers,Belgian Tripel
Belgian Independence Day Ale (2015),(3.94),Brewery Ommegang,Belgian Tripel
Sanctuaire Brett (2016),(3.94),Microbrasserie Le Castor,Belgian Tripel
Tripel de Ripple,(3.94),Brugge Brasserie,Belgian Tripel
Devil's Share (Mysterium Verum),(3.94),Real Ale Brewing Company,Belgian Tripel
Mezcal Barrel Exemption,(3.94),Taxman Brewing Company,Belgian Tripel
Dry-hopped Erastus,(3.94),Schilling Beer Co.,Belgian Tripel
Triplicity,(3.93),Four Winds Brewing,Belgian Tripel
A Lost Epic,(3.93),Peticolas Brewing Company,Belgian Tripel
Saint Dymphna,(3.93),Lakewood Brewing Company,Belgian Tripel
Tripel Reserve,(3.93),Allagash Brewing Company,Belgian Tripel
Final Absolution,(3.92),Dragonmead Microbrewery,Belgian Tripel
20th Anniversary Ale,(3.92),River Horse Brewing Co.,Belgian Tripel
Tripel Perfection,(3.92),Brewery Ommegang,Belgian Tripel
Trip In the Woods: Gin Barrel Aged Tripel,(3.92),Sierra Nevada Brewing Co.,Belgian Tripel
Blanc de Blancs (Blend #1),(4.36),Side Project Brewing,Bière de Champagne / Bière Brut
Blanc de Blancs (Blend #2),(4.21),Side Project Brewing,Bière de Champagne / Bière Brut
Brut des Franches,(4.03),Brasserie des Franches-Montagnes (BFM),Bière de Champagne / Bière Brut
Double Vienna Brut,(4.02),Morada Cia Etílica,Bière de Champagne / Bière Brut
Nelson Sauvignon BA Riesling,(4.02),Mikkeller,Bière de Champagne / Bière Brut
"12"" Winale",(4.01),Mikkeller,Bière de Champagne / Bière Brut
Nelson Sauvin Brut Dry Hopped!,(4.01),Mikkeller,Bière de Champagne / Bière Brut
Wäls Brut,(3.99),Cervejaria Wäls,Bière de Champagne / Bière Brut
Nelson Sauvignon / Sauvin Brut,(3.97),Mikkeller,Bière de Champagne / Bière Brut
Abera Brut,(3.96),Morada Cia Etílica,Bière de Champagne / Bière Brut
DeuS (Brut des Flandres),(3.95),Brouwerij Bosteels,Bière de Champagne / Bière Brut
Larkspur,(3.94),Brewery Bhavana,Bière de Champagne / Bière Brut
BGH10,(3.93),Transmitter Brewing,Bière de Champagne / Bière Brut
Lust Prestige,(3.93),Cervejaria Eisenbahn,Bière de Champagne / Bière Brut
Shamps,(3.92),Transient Artisan Ales,Bière de Champagne / Bière Brut
Nelson Sauvin Brut Riesling Barrel Aged (2014),(3.92),Mikkeller,Bière de Champagne / Bière Brut
Spontan Nelson,(3.92),Mikkeller,Bière de Champagne / Bière Brut
"12"" Winale B-Sides",(3.91),Mikkeller,Bière de Champagne / Bière Brut
Cupuaçu Brut,(3.9),Morada Cia Etílica,Bière de Champagne / Bière Brut
Nelson Sauvin Brut Chardonnay Barrels! (2016),(3.89),Mikkeller,Bière de Champagne / Bière Brut
Lust,(3.88),Cervejaria Eisenbahn,Bière de Champagne / Bière Brut
Black Label #3: Champagne Strong Ale,(3.87),Pivovar Raven,Bière de Champagne / Bière Brut
Roselle,(3.86),Brewery Bhavana,Bière de Champagne / Bière Brut
Pétillant Naturel Houblonnée,(3.85),Cloudwater Brew Co.,Bière de Champagne / Bière Brut
River North Anniversary Ale 7,(3.85),River North Brewery,Bière de Champagne / Bière Brut
Brut La Grande,(3.84),Bruz Beers,Bière de Champagne / Bière Brut
Enlightenment Brut,(3.83),Enlightenment Ales,Bière de Champagne / Bière Brut
Pas De Deux - Methode Aro Bière 2016,(3.83),Garage Project,Bière de Champagne / Bière Brut
François Biere Brut Hibernate Edition + Small Batch,(3.82),Cloudwater Brew Co.,Bière de Champagne / Bière Brut
Bière Brut 2016,(3.82),Õllenaut,Bière de Champagne / Bière Brut
Seguin Biere Brut,(3.81),Cloudwater Brew Co.,Bière de Champagne / Bière Brut
Nelson Sauvignon / Sauvin Brut Passion Orange / Chardonnay Barrel Aged,(3.8),Mikkeller,Bière de Champagne / Bière Brut
Bobasa,(3.79),Oxbow Brewing Company,Bière de Champagne / Bière Brut
Dry IPA Vic Secret,(3.79),Marz Community Brewing Co.,Bière de Champagne / Bière Brut
Nelson Sauvin Brut Champagne Barrels!,(3.79),Mikkeller,Bière de Champagne / Bière Brut
Symbiose Biere Pinot Brut,(3.78),Bronckhorster Brewing Company,Bière de Champagne / Bière Brut
Malheur Bière Brut (Brut Reserve),(3.78),Brouwerij Malheur,Bière de Champagne / Bière Brut
Damy Biere Brut,(3.77),Cloudwater Brew Co.,Bière de Champagne / Bière Brut
Francois BA Biere Brut,(3.77),Cloudwater Brew Co.,Bière de Champagne / Bière Brut
Nelson Sauvin Brut Mango Passion,(3.77),Mikkeller,Bière de Champagne / Bière Brut
Malheur Brut Cuvée Royale,(3.76),Brouwerij Malheur,Bière de Champagne / Bière Brut
We Made A Beer With Brettanomyces,(3.76),American Solera,Bière de Champagne / Bière Brut
Sortie Sublime 2019,(3.75),100 Watt Stadsbrouwerij Eindhoven,Bière de Champagne / Bière Brut
